Pla,ActWt,Dr,Rtg,RtgChange,Age,RC,Track,Course,Dist,Class,Daysincelastmatch,COC,No1,No2,No3,NoStarts,hrsW,hrsP,hrsNo2Per,hrsNo3Per,R10day,X1516TW,X1516T2,X1516T3,X1516T4,X1516TWper,X1516TTP,X1516TPper,X1516JW,X1516J3,X1516J4,X1516JR,X1516JWper,X1516JPper,RecencyFinish.average,Weight.Rel.,Weight.Rel.Dist
a13,126,7,91,6,4,ST,Turf,C+3,1400,2,48,AUS,4,1,0,7,0.57,0.71,0.14,0,1,31,23,23,26,0.16062,77,0.39896,21,27,17,204,0.10294,0.34804,0.4,4.143,5800.06
a05,114,7,41,-2,4,ST,Turf,A+3,1600,4,14,IRE,0,0,1,10,0,0.1,0,0.1,1,32,29,26,31,0.10997,87,0.29897,8,19,19,252,0.03175,0.16667,-0.03,-8,-12800
a02,133,11,98,8,5,ST,Turf,C+3,1400,2,69,AUS,4,1,4,10,0.4,0.9,0.1,0.4,0,25,18,20,24,0.12953,63,0.32642,14,17,13,183,0.0765,0.25683,0.44,11.143,15600.06
a03,119,11,66,3,3,ST,Turf,B+2,1400,3,35,AUS,1,2,0,3,0.33,1,0.67,0,2,27,21,19,22,0.16168,67,0.4012,61,35,29,271,0.22509,0.52399,0.45,-1.857,-2599.94
a03,126,5,53,0,3,HV,Turf,C,1650,4,14,NZ,1,1,0,10,0.1,0.2,0.1,0,2,44,62,41,46,0.08998,147,0.30061,88,49,34,517,0.17021,0.41779,0.19,1.583,2612.445
a06,118,9,44,-3,5,ST,Turf,B+2,1000,4,231,NZ,0,0,0,9,0,0,0,0,0,27,30,19,23,0.07068,76,0.19895,4,5,9,75,0.05333,0.12,-0.35,123.643,123642.9
a01,128,1,54,-2,5,ST,AWT,AWT,1200,4,25,AUS,0,1,0,11,0,0.09,0.09,0,2,19,17,34,23,0.06376,70,0.2349,28,21,16,201,0.1393,0.34328,0.08,2.833,3399.96
a01,118,10,81,5,4,ST,Turf,A+3,1600,2,14,AUS,2,0,0,4,0.5,0.5,0,0,2,62,42,29,45,0.19255,133,0.41304,22,34,32,386,0.05699,0.23057,0.23,-5.583,-8933.28
a03,129,5,94,0,4,ST,Turf,C+3,1400,2,55,AUS,5,4,2,14,0.36,0.79,0.29,0.14,1,16,13,23,18,0.06867,52,0.22318,11,18,19,234,0.04701,0.20513,0.38,7.143,10000.06
a04,128,10,35,-2,6,HV,Turf,B,2200,5,14,AUS,5,4,2,51,0.1,0.22,0.08,0.04,2,51,30,35,37,0.10737,116,0.24421,16,29,28,380,0.04211,0.16316,-0.06,8.75,19250
a05,120,3,46,-2,4,ST,Turf,B+2,1200,4,25,AUS,1,0,0,10,0.1,0.1,0,0,1,6,11,19,15,0.02899,36,0.17391,8,19,21,261,0.03065,0.16475,-0.03,-4,-4800
a04,117,8,98,-2,7,ST,Turf,C,1800,G3,32,USA,3,2,1,34,0.09,0.18,0.06,0.03,1,28,29,28,30,0.10145,85,0.30797,15,24,20,279,0.05376,0.22222,-0.14,-6,-10800
a09,119,11,48,-2,4,HV,Turf,B,1200,4,38,AUS,0,0,0,3,0,0,0,0,0,16,28,22,20,0.05461,66,0.22526,16,29,28,380,0.04211,0.16316,0.19,-5.167,-6200.04
a11,109,11,61,5,4,HV,Turf,A,1200,3,14,GB,2,0,1,14,0.14,0.21,0,0.07,1,48,32,32,36,0.1203,112,0.2807,10,17,12,212,0.04717,0.16038,0.27,-14.25,-17100
a06,131,12,38,-2,5,ST,Turf,A,1400,5,14,AUS,0,0,0,17,0,0,0,0,1,26,36,54,45,0.0622,116,0.27751,43,45,42,504,0.08532,0.26389,-0.06,10.214,14300.02
a08,119,8,64,0,6,HV,Turf,C+3,1650,3,16,NZ,4,6,6,44,0.09,0.36,0.14,0.14,2,29,29,26,29,0.08101,84,0.23464,144,62,62,553,0.2604,0.52622,0.28,0.333,549.945
a05,125,11,72,0,4,ST,Turf,C+3,1200,3,20,AUS,0,0,1,1,0,1,0,1,1,9,12,18,15,0.06338,39,0.27465,4,3,1,19,0.21053,0.47368,0.35,3.417,4100.04
a12,122,2,85,0,4,ST,Turf,A+3,2000,2,30,NZ,0,0,0,1,0,0,0,0,1,21,18,23,22,0.1066,62,0.31472,6,14,12,175,0.03429,0.16,-0.42,-2.077,-4153.8
a02,126,4,34,-2,5,ST,AWT,AWT,1200,5,77,AUS,1,0,3,24,0.04,0.17,0,0.13,0,7,12,9,6,0.03977,28,0.15909,5,8,11,154,0.03247,0.12338,-0.9,2.583,3099.96
a03,132,12,57,1,5,HV,Turf,C,1200,4,21,AUS,0,0,2,12,0,0.17,0,0.17,2,10,11,10,8,0.08696,31,0.26957,53,28,26,235,0.22553,0.51915,0.05,6.5,7800
a06,133,2,39,-2,6,ST,AWT,AWT,1650,5,21,IRE,2,2,4,32,0.06,0.25,0.06,0.13,2,8,6,6,12,0.04396,20,0.10989,26,38,37,413,0.06295,0.24213,-0.18,8,13200
a05,127,2,93,-1,4,ST,Turf,A,2000,2,14,FR,0,0,0,2,0,0,0,0,2,38,28,24,25,0.13818,90,0.32727,24,16,23,237,0.10127,0.23629,-0.04,4.727,9454.6
a05,114,5,61,0,7,ST,Turf,B+2,1400,3,21,FR,1,0,0,14,0.07,0.07,0,0,1,8,6,6,12,0.04444,20,0.11111,4,10,10,248,0.01613,0.10081,0.1,-8.643,-12100.06
a13,126,10,33,-2,7,ST,Turf,B+2,2000,5,63,FR,0,0,0,23,0,0,0,0,1,11,18,5,7,0.06627,34,0.20482,61,35,29,271,0.22509,0.52399,0,2.846,5692.4
a09,126,6,75,2,5,HV,Turf,C+3,1200,3,50,AUS,0,2,2,14,0,0.29,0.14,0.14,1,17,16,15,12,0.08995,48,0.25397,8,4,11,131,0.06107,0.16031,0.19,2.5,3000
a01,126,12,71,-2,4,ST,Turf,C+3,1400,3,22,FR,0,0,0,5,0,0,0,0,1,53,34,32,30,0.14021,119,0.31481,68,41,26,437,0.15561,0.39817,-0.24,4.214,5900.02
a07,121,7,89,0,5,ST,Turf,B,1200,G2,8,NZ,0,3,3,13,0,0.46,0.23,0.23,2,4,13,12,10,0.02469,29,0.17901,10,7,12,182,0.05495,0.15385,0.15,-0.625,-750
a09,126,8,50,-1,5,HV,Turf,A,1200,4,10,AUS,1,1,1,13,0.08,0.23,0.08,0.08,1,51,28,34,35,0.10991,113,0.24353,80,45,31,487,0.16427,0.40657,0.13,4.25,5100
a09,122,2,96,0,5,ST,Turf,C+3,1200,2,12,AUS,4,5,1,17,0.24,0.59,0.29,0.06,3,47,24,33,32,0.11298,104,0.25,14,23,25,326,0.04294,0.15644,0.23,1.364,1636.32
a06,122,1,51,0,5,HV,Turf,C,1200,4,28,GB,0,4,2,19,0,0.315789474,0.210526316,0.105263158,1,10,6,9,4,0.126582278,25,0.316455696,11,10,12,147,0.074829932,0.210884354,0.15,-0.5,147000
a05,121,4,68,0,4,ST,Turf,C,1200,3,18,IRE,0,2,0,16,0,0.13,0.13,0,2,39,35,60,41,0.06903,134,0.23717,15,60,41,565,0.02655,0.19469,0.21,-1.583,-1899.96
a12,115,6,62,-2,5,ST,Turf,A,1200,3,203,AUS,0,0,0,5,0,0,0,0,0,8,10,17,15,0.061,35,0.265,11,14,16,199,0.055,0.206,-0.24,-8.5,-10200
a02,122,10,49,8,4,HV,Turf,B,1200,4,14,AUS,1,0,1,10,0.1,0.2,0,0.1,2,27,24,31,31,0.05908,82,0.17943,6,21,12,164,0.03659,0.25,0.18,-2.167,-2600.04
a07,130,10,35,0,5,ST,AWT,AWT,1650,5,31,NZ,2,1,0,20,0.1,0.15,0.05,0,1,36,32,31,39,0.08491,99,0.23349,27,29,29,396,0.06818,0.2399,0.22,7.071,11667.81
a08,131,10,39,-4,8,HV,Turf,C,1650,5,62,AUS,2,3,2,33,0.06,0.21,0.09,0.06,0,25,30,17,23,0.06906,72,0.1989,25,24,26,441,0.05669,0.18594,-0.15,7.25,11962.5
a08,121,3,66,6,5,ST,Turf,C+3,1000,3,20,GB,3,1,1,17,0.18,0.29,0.06,0.06,1,17,14,6,10,0.08374,37,0.18227,15,25,21,293,0.05119,0.21502,0.28,-5.571,-5571.4
a11,114,6,43,-1,5,HV,Turf,A,1200,4,18,NZ,1,5,2,9,0.111111111,0.888888889,0.555555556,0.222222222,1,9,7,12,12,0.069767442,28,0.217054264,1,2,4,67,0.014925373,0.044776119,0.12,-5.166666667,143000
a05,120,12,49,0,5,ST,Turf,C,1400,4,35,GB,1,0,1,11,0.090909091,0.181818182,0,0.090909091,1,11,6,10,4,0.123595506,27,0.303370787,4,6,7,123,0.032520325,0.130081301,0.04,-2.571428571,173000
a03,114,2,19,2,7,HV,Turf,B,2200,5,27,AUS,2,3,4,46,0.04,0.2,0.07,0.09,1,6,14,21,15,0.02299,41,0.15709,30,43,48,510,0.05882,0.23333,0,-5.25,-11550
a07,129,10,90,-2,5,ST,Turf,A+3,2000,2,30,IRE,7,2,2,29,0.24,0.38,0.07,0.07,2,24,18,19,22,0.15094,61,0.38365,18,24,15,172,0.10465,0.35465,0,4.923,9846.2
a06,124,8,51,1,6,HV,Turf,C+3,1650,4,21,NZ,1,1,2,25,0.04,0.16,0.04,0.08,1,7,6,6,12,0.04023,19,0.1092,1,7,7,88,0.01136,0.15909,0.13,-0.083,-137.445
a11,127,3,69,-2,4,ST,Turf,A+3,1200,3,34,AUS,0,0,0,3,0,0,0,0,2,20,15,17,15,0.11429,52,0.29714,15,9,19,193,0.07772,0.18135,-0.9,2.429,2914.32
a02,133,3,109,2,6,HV,Turf,C,1650,1,42,USA,4,5,2,20,0.2,0.55,0.25,0.1,0,32,19,24,22,0.11429,75,0.26786,28,19,15,194,0.14433,0.33505,0.18,14.182,23399.97
a04,124,4,31,-2,5,HV,Turf,C+3,1650,5,14,NZ,0,1,2,25,0,0.12,0.04,0.08,1,7,5,3,9,0.0473,15,0.10135,23,32,23,263,0.08745,0.31179,0.09,-0.25,-412.5
a10,121,4,68,-2,4,ST,Turf,B+2,1400,3,50,USA,0,0,0,2,0,0,0,0,1,10,15,12,10,0.07634,37,0.28244,3,3,5,78,0.03846,0.11538,-0.12,0.143,200.06
a04,133,2,85,-2,7,ST,AWT,AWT,1650,3,310,AUS,2,2,3,18,0.11,0.39,0.11,0.17,0,5,8,9,7,0.03937,22,0.17323,4,17,16,136,0.02941,0.25,0.51,9.429,15557.19
a04,130,11,57,-2,6,ST,AWT,AWT,1200,4,52,NZ,2,4,3,24,0.08,0.38,0.17,0.13,1,12,15,12,18,0.04938,39,0.16049,22,20,20,238,0.09244,0.2563,0.13,9.167,11000.04
a07,110,12,62,0,5,HV,Turf,C+3,1200,3,43,NZ,1,4,5,17,0.06,0.59,0.24,0.29,1,21,17,22,22,0.10995,60,0.31414,1,2,2,40,0.025,0.1,0.33,-13.5,-16200
a01,133,10,78,0,5,ST,Turf,C+3,1400,3,20,NZ,3,4,1,12,0.25,0.67,0.33,0.08,1,9,12,18,15,0.06338,39,0.27465,13,9,18,179,0.07263,0.18436,0.26,8.929,12500.04
a08,119,4,68,-2,4,ST,Turf,A,1200,3,46,AUS,0,0,1,4,0,0.25,0,0.25,1,17,15,14,11,0.098,46,0.266,7,4,11,113,0.062,0.142,0.38,-4.5,-5400
a12,129,13,56,6,4,ST,AWT,AWT,1800,4,13,AUS,1,2,1,9,0.11,0.44,0.22,0.11,1,26,38,54,45,0.06075,118,0.2757,20,32,32,337,0.05935,0.22849,0.03,6.429,11571.48
a07,125,6,52,-2,7,HV,Turf,B,1200,4,35,GB,3,4,1,35,0.09,0.23,0.11,0.03,0,15,26,23,17,0.04202,64,0.17927,9,11,26,330,0.02727,0.08485,-0.1,0.833,999.96
a05,121,5,48,0,5,ST,Turf,C,1200,4,32,GB,2,2,2,26,0.08,0.23,0.08,0.08,1,33,39,46,42,0.07269,118,0.25991,15,46,42,454,0.03304,0.22026,0.36,-1.333,-1599.96
a12,125,11,70,-2,4,ST,Turf,A,1400,3,36,AUS,0,0,0,2,0,0,0,0,1,31,24,27,29,0.10915,82,0.28873,23,32,22,257,0.08949,0.31518,0.12,0.571,799.96
a03,122,6,95,0,3,HV,Turf,B,1200,2,21,AUS,5,1,1,13,0.38,0.54,0.08,0.08,1,60,39,40,39,0.13761,139,0.31881,12,21,16,218,0.05505,0.20183,0.24,0.167,200.04
a12,119,9,28,-5,5,ST,Turf,B+2,2000,5,35,NZ,0,1,0,14,0,0.07,0.07,0,2,12,14,19,17,0.07362,45,0.27607,3,3,6,116,0.02586,0.10345,-0.33,-4.154,-8307.6
a05,124,9,87,-2,6,ST,Turf,C+3,1200,2,21,AUS,5,7,3,40,0.13,0.38,0.18,0.08,1,46,67,43,48,0.08519,156,0.28889,29,40,37,373,0.07775,0.29759,-0.04,2.25,2700
a09,114,9,63,-2,4,ST,Turf,B,1200,3,71,AUS,0,1,1,6,0,0.33,0.17,0.17,0,11,20,14,10,0.05366,45,0.21951,6,8,11,166,0.03614,0.13253,0.1,-10.214,-12257.16
a08,114,10,42,-4,3,HV,Turf,B,1200,4,24,AUS,0,0,0,4,0,0,0,0,1,15,26,20,16,0.05535,61,0.22509,16,12,16,263,0.06084,0.1597,-0.35,-9.583,-11499.96
a14,119,3,31,-2,5,ST,Turf,A+3,1600,5,27,AUS,2,1,2,26,0.08,0.19,0.04,0.08,3,24,14,18,18,0.14634,56,0.34146,12,10,11,174,0.06897,0.1954,0.51,-4.143,-6628.64
a04,121,9,48,-3,5,HV,Turf,C,1650,4,41,IRE,0,0,1,18,0,0.055555556,0,0.055555556,0,13,10,13,7,0.128712871,36,0.356435644,12,10,12,99,0.121212121,0.262626263,-0.1,-2.083333333,203087.5
a05,122,1,49,-3,4,HV,Turf,B,1200,4,298,AUS,0,0,0,2,0,0,0,0,0,25,25,25,25,0.07418,75,0.22255,19,24,21,295,0.06441,0.25085,-0.08,2.167,2600.04
a03,115,3,64,6,4,ST,Turf,C+3,1800,3,28,AUS,4,1,1,14,0.29,0.43,0.07,0.07,1,44,31,51,37,0.08961,126,0.25662,25,22,25,435,0.05747,0.18391,0.46,-8.667,-15600.06
a02,125,11,52,0,3,ST,Turf,C,1000,4,0,NZ,0,0,0,0,0,0,0,0,0,22,9,13,5,0.224489796,44,0.448979592,30,18,16,161,0.186335404,0.47826087,0,2.5,122500
a02,127,3,34,-2,6,ST,Turf,A+3,1600,5,28,NZ,1,4,4,34,0.03,0.26,0.12,0.12,1,15,25,23,16,0.04373,63,0.18367,77,44,31,479,0.16075,0.40084,0.08,1.714,2742.88
a09,124,14,50,-2,4,ST,Turf,B+2,1200,4,50,AUS,0,0,0,2,0,0,0,0,1,26,21,16,18,0.12745,63,0.30882,8,9,10,107,0.07477,0.26168,-0.38,-0.071,-85.68
a08,120,12,47,-1,4,HV,Turf,C,1200,4,24,NZ,0,0,0,3,0,0,0,0,1,12,9,8,13,0.087591241,29,0.211678832,2,3,8,84,0.023809524,0.071428571,-0.19,-2.5,147000
a01,132,7,88,-2,5,ST,Turf,A,1200,2,63,NZ,3,1,0,11,0.27,0.36,0.09,0,1,24,18,19,16,0.10213,61,0.25957,2,5,8,73,0.0274,0.17808,0.77,6.571,7885.68
a13,133,10,58,-2,4,ST,Turf,B+2,1600,4,28,AUS,0,0,0,8,0,0,0,0,1,36,32,31,40,0.08372,99,0.23023,29,29,30,405,0.0716,0.23951,-0.04,125.429,200685.76
a06,110,5,42,-2,4,ST,Turf,A+3,1600,4,14,AUS,0,0,2,9,0,0.22,0,0.22,1,12,19,18,18,0.0515,49,0.2103,1,2,4,119,0.0084,0.05882,0.01,-12,-19200
a08,125,1,87,0,4,ST,Turf,C+3,1600,2,46,NZ,0,0,0,1,0,0,0,0,0,33,19,24,26,0.1068,76,0.24595,0,4,3,36,0,0.13889,-0.5,2.9,4640
a06,133,3,40,2,7,HV,Turf,C,1800,5,14,IRE,2,5,6,47,0.04,0.28,0.11,0.13,1,10,16,15,11,0.07042,41,0.28873,16,19,12,156,0.10256,0.33974,-0.1,8.4,15120
a05,133,5,40,-2,6,ST,Turf,A+3,1600,5,20,NZ,1,3,6,26,0.04,0.38,0.12,0.23,1,29,29,26,30,0.08056,84,0.23333,30,41,46,484,0.06198,0.23554,-0.18,7.714,12342.88
a05,118,12,68,-2,5,ST,Turf,C+3,1000,3,9,AUS,4,1,2,22,0.18,0.32,0.05,0.09,2,15,14,15,16,0.0655,44,0.19214,16,14,15,237,0.06751,0.20675,-0.15,-8.571,-8571.4
a12,133,4,77,0,4,ST,Turf,B+2,1200,3,35,AUS,0,0,0,1,0,0,0,0,0,29,21,38,31,0.07612,88,0.23097,33,28,25,263,0.12548,0.31939,-0.35,9.571,11485.68
a10,118,9,62,-2,7,HV,Turf,B,1200,3,18,NZ,2,9,2,35,0.06,0.37,0.26,0.06,2,18,32,23,19,0.05505,73,0.22324,134,58,60,518,0.25869,0.52896,-0.05,-4.417,-5300.04
a11,125,13,70,-3,4,ST,Turf,C+3,1400,3,13,AUS,0,0,0,2,0,0,0,0,2,5,8,9,7,0.04274,22,0.18803,4,17,13,125,0.032,0.256,-0.42,0.929,1300.04
a08,124,12,57,-2,6,ST,Turf,C,1000,4,0,GB,3,3,5,40,0.08,0.28,0.08,0.13,3,15,26,23,16,0.04261,64,0.18182,10,23,16,352,0.02841,0.16761,0.09,0.857,857.1
a10,126,6,53,-3,5,HV,Turf,C+3,1650,4,20,NZ,0,0,0,6,0,0,0,0,1,17,16,17,17,0.06939,50,0.20408,29,22,16,209,0.13876,0.3445,-0.28,4.75,7837.5
a02,125,9,72,0,3,ST,Turf,A,1000,3,49,AUS,0,1,0,2,0,0.5,0.5,0,1,12,15,12,20,0.04839,39,0.15726,74,44,35,325,0.22769,0.52,0.19,3.071,3071.4
a08,128,3,73,0,5,ST,Turf,C,1400,3,28,AUS,3,3,3,12,0.25,0.75,0.25,0.25,1,7,4,8,6,0.079545455,19,0.215909091,7,7,12,103,0.067961165,0.233009709,0.37,-4.5,171500
a07,124,12,69,0,4,HV,Turf,C+3,1200,3,21,AUS,1,0,1,8,0.13,0.25,0,0.13,1,37,27,32,28,0.10423,96,0.27042,12,19,25,307,0.03909,0.14658,0.15,0.833,999.96
a14,110,6,10,-3,6,ST,AWT,AWT,1650,5,6,AUS,1,1,1,28,0.04,0.11,0.04,0.04,2,6,17,24,16,0.02062,47,0.16151,4,6,8,226,0.0177,0.06195,-0.17,-12.929,-21332.19
a05,122,9,69,-2,6,ST,Turf,A+3,2000,3,25,AUS,1,7,4,31,0.03,0.39,0.23,0.13,1,32,29,46,35,0.07127,107,0.23831,8,10,26,315,0.0254,0.08254,-0.04,-1.111,-2222.2
a02,131,2,56,-2,6,HV,Turf,C,1200,4,17,NZ,3,4,2,33,0.09,0.27,0.12,0.06,3,24,18,13,17,0.13408,55,0.30726,2,2,1,14,0.14286,0.35714,0.21,5.5,6600
a11,125,8,70,0,6,HV,Turf,A,1800,3,24,GB,2,4,1,29,0.07,0.24,0.14,0.03,1,67,48,53,49,0.12738,168,0.31939,45,47,42,528,0.08523,0.26894,0.28,1.167,2100.06
a04,118,1,84,7,5,ST,Turf,Turf,1200,2,49,AUS,3,0,1,5,0.6,0.8,0,0.2,0,5,7,8,8,0.060240964,20,0.240963855,28,16,13,146,0.191780822,0.493150685,0.38,14,142800
a02,114,7,26,-3,5,ST,Turf,B,1200,5,44,NZ,1,0,0,20,0.05,0.05,0,0,0,7,15,11,18,0.03256,33,0.15349,15,13,13,217,0.06912,0.21198,-0.08,-7.071,-8485.68
a07,120,11,84,-2,6,ST,AWT,AWT,1200,2,21,IRE,3,3,3,23,0.13,0.39,0.13,0.13,1,15,30,22,18,0.0487,67,0.21753,130,58,59,508,0.25591,0.52756,-0.13,-2.083,-2499.96
a02,133,10,59,2,3,ST,Turf,C,1000,4,0,AUS,1,1,0,3,0.33,0.67,0.33,0,0,19,37,23,23,0.05263,79,0.21884,81,23,23,361,0.22438,0.39058,0.27,9.857,9857.1
a02,132,13,58,-2,4,ST,Turf,B,1600,4,22,NZ,2,1,1,15,0.13,0.27,0.07,0.07,1,26,25,28,30,0.09962,79,0.30268,46,29,17,274,0.16788,0.41606,-0.13,7.714,12342.88
a11,125,14,52,0,3,ST,Turf,B+2,1400,4,21,AUS,0,0,0,1,0,0,0,0,1,32,31,26,32,0.10631,89,0.29568,7,8,21,275,0.02545,0.08,-0.12,2.643,3700.06
a03,133,1,80,5,5,HV,Turf,C,1650,3,14,IRE,3,6,3,32,0.09375,0.375,0.1875,0.09375,2,11,8,12,6,0.112244898,31,0.316326531,30,16,8,143,0.20979021,0.482517483,0.29,9.5,203775
a06,126,3,38,1,8,HV,Turf,C+3,1650,5,40,NZ,3,6,4,41,0.07,0.32,0.15,0.1,1,3,10,10,8,0.02419,23,0.18548,11,10,11,170,0.06471,0.19412,0.13,0.5,825
a06,126,5,92,-2,5,HV,Turf,B,1800,2,10,IRE,7,2,2,28,0.25,0.39,0.07,0.07,2,17,15,16,15,0.13178,48,0.37209,3,15,12,117,0.02564,0.24786,-0.09,3.583,6450
a02,124,3,51,-2,4,ST,Turf,A+3,1600,4,11,AUS,0,0,1,10,0,0.1,0,0.1,2,19,21,24,24,0.0522,64,0.17582,31,30,28,356,0.08708,0.25843,0.04,2,3200
a08,124,2,55,-1,4,ST,Turf,B+2,1200,4,63,AUS,1,0,3,11,0.09,0.36,0,0.27,1,6,9,8,15,0.03509,23,0.1345,13,10,12,181,0.07182,0.1989,0.12,-0.071,-85.68
a09,120,13,47,-2,5,ST,Turf,A,1400,4,161,AUS,0,0,0,14,0,0,0,0,0,8,17,23,18,0.03347,48,0.20084,32,32,34,373,0.08579,0.24129,0.14,-1,-1400
a12,122,6,69,-1,6,HV,Turf,C+3,1200,3,24,NZ,2,2,1,13,0.153846154,0.384615385,0.153846154,0.076923077,1,7,9,2,5,0.081395349,18,0.209302326,10,12,8,114,0.087719298,0.263157895,0.21,-0.5,147000
a05,128,12,53,-1,6,HV,Turf,C,1650,4,55,AUS,0,4,2,33,0,0.18,0.12,0.06,0,34,19,24,26,0.10828,77,0.24522,92,49,43,389,0.2365,0.52185,-0.04,3.75,6187.5
a04,129,1,76,-2,5,ST,Turf,C,1400,3,46,AUS,2,1,0,12,0.17,0.25,0.08,0,1,8,13,10,10,0.05634,31,0.21831,21,26,16,192,0.10938,0.35417,0.26,8.214,11500.02
a09,112,14,66,-2,7,ST,Turf,A,1200,3,24,IRE,4,6,6,37,0.108108108,0.432432432,0.162162162,0.162162162,1,6,9,2,4,0.08,17,0.226666667,10,20,12,118,0.084745763,0.355932203,0.12,-5.642857143,145971.4286
a04,118,6,80,-2,6,ST,Turf,A,1400,2,14,NZ,2,4,2,31,0.06,0.26,0.13,0.06,1,30,23,23,26,0.12552,76,0.31799,5,8,14,215,0.02326,0.08837,0,-3.929,-5500.04
a03,128,2,75,11,4,ST,Turf,A,1200,3,84,AUS,2,0,0,2,1,1,0,0,0,10,11,8,7,0.09,29,0.261,29,19,13,199,0.146,0.377,0.5,4.5,5400
a12,127,12,76,-2,6,ST,Turf,C,1200,3,123,AUS,4,1,6,22,0.18,0.5,0.05,0.27,0,8,17,10,6,0.04,35,0.175,6,9,11,176,0.03409,0.13636,-0.38,5.583,6699.96
a03,129,8,53,5,7,ST,AWT,AWT,1800,4,14,GB,4,1,5,50,0.08,0.2,0.02,0.1,2,21,24,27,25,0.05469,72,0.1875,34,29,26,272,0.125,0.32353,0.12,4.1,7380
a09,117,4,44,-2,4,ST,Turf,C,1400,4,21,AUS,0,0,0,5,0,0,0,0,1,40,29,31,34,0.11268,100,0.28169,8,8,22,286,0.02797,0.08392,-0.07,-3.857,-5399.94
a05,126,5,32,-4,4,HV,Turf,A,1000,5,42,NZ,0,0,0,7,0,0,0,0,0,22,24,28,26,0.0557,74,0.18734,31,35,30,378,0.08201,0.26455,-0.28,3.667,3666.7
a14,120,3,50,0,6,ST,Turf,A+3,2000,4,20,GB,2,0,1,20,0.1,0.15,0,0.05,1,15,25,23,16,0.04373,63,0.18367,8,17,17,286,0.02797,0.14685,0.21,-3.571,-7142.8
a12,132,6,59,0,5,HV,Turf,C,1800,4,31,FR,1,1,3,12,0.08,0.42,0.08,0.25,1,25,35,54,45,0.06053,114,0.27603,97,55,41,555,0.17477,0.42523,0.12,8.917,16050.06
a03,123,3,56,5,8,ST,Turf,C,1400,4,0,NZ,5,3,6,56,0.09,0.25,0.05,0.11,1,27,24,30,31,0.06013,81,0.1804,10,30,31,449,0.02227,0.14254,0.09,-1.231,-1723.12
a09,116,10,42,-2,5,HV,Turf,B,1650,4,28,AUS,0,0,0,15,0,0,0,0,1,10,11,8,6,0.09346,29,0.27103,0,0,0,0,0,0,-0.01,-8.667,-14300
a10,113,5,67,-3,7,HV,Turf,A,1200,3,25,NZ,5,5,4,38,0.13,0.37,0.13,0.11,1,3,8,15,11,0.02069,26,0.17931,10,7,12,187,0.05348,0.14973,-0.17,-12.333,-14799.96
a11,115,8,62,0,3,HV,Turf,A,1200,3,14,AUS,2,0,0,9,0.22,0.22,0,0,1,93,74,47,64,0.17681,214,0.40684,39,51,58,614,0.06352,0.23941,0.26,-6.5,-7800
a08,120,13,27,-2,6,ST,Turf,B+2,1400,5,56,IRE,1,3,2,35,0.03,0.17,0.09,0.06,0,23,28,31,23,0.07797,82,0.27797,26,37,36,403,0.06452,0.24566,0.1,-4.643,-6500.06
a09,119,9,82,1,5,ST,Turf,A+3,1400,2,51,AUS,1,1,1,11,0.09,0.27,0.09,0.09,1,3,10,10,8,0.02362,23,0.1811,5,5,2,30,0.16667,0.43333,0.18,-2.643,-3700.06
a04,116,3,42,-2,3,HV,Turf,C,1200,4,21,AUS,0,0,0,6,0,0,0,0,1,30,29,38,33,0.07833,97,0.25326,31,46,49,527,0.05882,0.23719,-0.01,-3.833,-4599.96
a08,126,6,88,6,4,ST,Turf,A+3,1400,2,28,NZ,3,3,3,12,0.25,0.75,0.25,0.25,1,19,36,23,22,0.05413,78,0.22222,77,44,31,479,0.16075,0.40084,0.35,3.429,4800.04
a03,113,3,62,0,5,HV,Turf,C,1200,3,28,AUS,1,1,4,18,0.06,0.33,0.06,0.22,1,27,27,24,17,0.0906,78,0.26174,17,29,30,396,0.04293,0.16162,0.28,-6.5,-7800
a03,118,7,49,-2,3,ST,Turf,C+3,1200,4,28,NZ,0,0,1,4,0,0.25,0,0.25,1,25,42,26,27,0.06053,93,0.22518,25,22,25,435,0.05747,0.18391,0.06,-4.75,-5700
a03,113,5,69,8,6,ST,Turf,C+3,1600,3,22,AUS,3,1,3,15,0.2,0.47,0.07,0.2,2,20,26,20,14,0.07874,66,0.25984,1,2,0,5,0.2,0.6,0.24,-6.643,-10628.64
a01,115,4,72,1,6,ST,Turf,A,1400,3,28,AUS,3,1,5,17,0.18,0.53,0.06,0.29,1,27,27,25,17,0.09,79,0.26333,7,10,2,40,0.175,0.425,0.32,-7.286,-10199.98
a14,124,6,52,0,3,ST,Turf,A,1000,4,21,NZ,0,0,0,1,0,0,0,0,1,28,25,33,31,0.05957,86,0.18298,6,13,13,295,0.02034,0.10508,-0.35,4.643,4642.9
a06,118,1,45,-2,7,ST,Turf,A,1600,4,20,NZ,1,2,4,28,0.035714286,0.25,0.071428571,0.142857143,1,6,9,6,9,0.053097345,21,0.185840708,20,17,17,141,0.141843972,0.340425532,0.14,-3.5,189600
a09,119,14,46,-3,6,ST,Turf,A,1200,4,39,NZ,2,8,1,34,0.06,0.32,0.24,0.03,1,12,15,12,20,0.04839,39,0.15726,2,5,8,73,0.0274,0.17808,-0.17,-5.286,-6342.84
